measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Northern Mariana Islands,Female,Age-standardized,Headache disorders,Rate,1990,33794.52204,36843.29567,30562.37046
Prevalence,Northern Mariana Islands,Both,Age-standardized,Headache disorders,Rate,1990,30706.21308,33681.38444,27723.02514
Prevalence,Saudi Arabia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,14875.32106,15967.96765,13844.03173
Prevalence,Saudi Arabia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,17961.92774,19174.32087,16834.13988
Prevalence,Saudi Arabia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,16109.35998,17194.58833,15113.51077
Prevalence,Turkmenistan,Male,Age-standardized,Headache disorders,Rate,1990,33908.97133,37594.08303,30592.32217
Prevalence,Turkmenistan,Female,Age-standardized,Headache disorders,Rate,1990,39353.4539,42787.41377,35784.54416
Prevalence,Turkmenistan,Both,Age-standardized,Headache disorders,Rate,1990,36720.07803,40073.82893,33279.6935
Prevalence,Congo,Male,Age-standardized,Headache disorders,Rate,1990,28851.39355,31880.76517,25961.59294
Prevalence,Congo,Female,Age-standardized,Headache disorders,Rate,1990,32525.53376,35521.44106,29445.64791
Prevalence,Congo,Both,Age-standardized,Headache disorders,Rate,1990,30766.08095,33682.08411,27896.31755
Prevalence,Australia,Male,Age-standardized,Headache disorders,Rate,1990,29575.18853,32505.34658,26557.37147
Prevalence,Australia,Female,Age-standardized,Headache disorders,Rate,1990,36555.2793,39823.63674,33430.13652
Prevalence,Australia,Both,Age-standardized,Headache disorders,Rate,1990,33072.06246,36139.20185,29978.86304
Prevalence,Bolivia (Plurinational State of),Male,Age-standardized,Headache disorders,Rate,1990,23750.08067,26619.59413,20981.84779
Prevalence,Bolivia (Plurinational State of),Female,Age-standardized,Headache disorders,Rate,1990,31117.53332,34487.79358,27985.45723
Prevalence,Bolivia (Plurinational State of),Both,Age-standardized,Headache disorders,Rate,1990,27529.79626,30584.59824,24691.49351
Prevalence,Jordan,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,15296.24309,16275.28356,14299.16001
Prevalence,Jordan,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,18020.16178,19234.33209,16892.89291
Prevalence,Jordan,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,16606.93336,17685.76743,15569.26355
Prevalence,Bermuda,Male,Age-standardized,Headache disorders,Rate,1990,28351.29544,31372.68972,25304.90185
Prevalence,Bermuda,Female,Age-standardized,Headache disorders,Rate,1990,34840.18431,38120.10414,31630.70271
Prevalence,Bermuda,Both,Age-standardized,Headache disorders,Rate,1990,31681.20746,34813.70452,28664.22633
Prevalence,Niger,Male,Age-standardized,Headache disorders,Rate,1990,31150.4587,34257.09123,27970.1593
Prevalence,Niger,Female,Age-standardized,Headache disorders,Rate,1990,35377.15194,38601.87327,32117.94043
Prevalence,Niger,Both,Age-standardized,Headache disorders,Rate,1990,33284.31081,36367.9996,30181.04902
Prevalence,Jamaica,Male,Age-standardized,Headache disorders,Rate,1990,28372.81888,31426.58462,25343.73571
Prevalence,Jamaica,Female,Age-standardized,Headache disorders,Rate,1990,34843.41449,38106.40861,31766.58318
Prevalence,Jamaica,Both,Age-standardized,Headache disorders,Rate,1990,31689.55292,34838.15198,28711.5069
Prevalence,Malawi,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13576.60546,14501.33583,12685.73366
Prevalence,Malawi,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,13957.62833,14877.7579,13068.74443
Prevalence,Malawi,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,13782.97601,14699.90114,12935.91604
Prevalence,Palau,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,15821.51415,16920.2669,14724.67668
Prevalence,Palau,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,19810.58405,21052.70599,18549.77592
Prevalence,Palau,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,17796.30212,18924.32488,16670.0542
Prevalence,Belize,Male,Age-standardized,Headache disorders,Rate,1990,28393.02339,31431.41568,25354.69597
Prevalence,Belize,Female,Age-standardized,Headache disorders,Rate,1990,34849.68348,38078.50934,31685.80427
Prevalence,Belize,Both,Age-standardized,Headache disorders,Rate,1990,31567.43951,34685.38795,28536.14743
Prevalence,Nigeria,Male,Age-standardized,Headache disorders,Rate,1990,32300.83988,35042.33533,29739.73587
Prevalence,Nigeria,Female,Age-standardized,Headache disorders,Rate,1990,36475.49985,39159.89423,33819.46934
Prevalence,Nigeria,Both,Age-standardized,Headache disorders,Rate,1990,34312.49287,36954.81437,31714.33781
Prevalence,Madagascar,Male,Age-standardized,Headache disorders,Rate,1990,24467.45422,27251.31011,21714.46102
Prevalence,Madagascar,Female,Age-standardized,Headache disorders,Rate,1990,27175.62751,29917.50601,24607.77972
Prevalence,Madagascar,Both,Age-standardized,Headache disorders,Rate,1990,25833.65744,28588.2395,23200.36908
Prevalence,Democratic People's Republic of Korea,Male,Age-standardized,Headache disorders,Rate,1990,22418.81472,24888.28557,20058.70622
Prevalence,Democratic People's Republic of Korea,Female,Age-standardized,Headache disorders,Rate,1990,29317.0097,32080.84345,26486.92644
Prevalence,Democratic People's Republic of Korea,Both,Age-standardized,Headache disorders,Rate,1990,26163.2121,28724.75893,23507.19979
Prevalence,Guinea-Bissau,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,13279.95935,14225.57838,12404.99775
Prevalence,Guinea-Bissau,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,14847.13493,15826.81972,13949.69011
Prevalence,Guinea-Bissau,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,14121.23726,15071.17129,13273.39541
Prevalence,Malta,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,18302.45507,19570.69522,16980.29203
Prevalence,Malta,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,23474.17429,24938.29813,22035.0946
Prevalence,Malta,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,20995.86148,22353.53228,19619.80307
Prevalence,Uruguay,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,16995.41029,18257.68815,15760.88938
Prevalence,Uruguay,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,23772.60201,25251.34752,22458.71778
Prevalence,Uruguay,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,20572.08986,21906.96493,19365.27581
Prevalence,New Zealand,Male,Age-standardized,Headache disorders,Rate,1990,30710.11813,33186.55892,28241.37483
Prevalence,New Zealand,Female,Age-standardized,Headache disorders,Rate,1990,37825.9403,40653.68782,35087.05865
Prevalence,New Zealand,Both,Age-standardized,Headache disorders,Rate,1990,34303.42842,36928.01279,31671.55077
Prevalence,Japan,Male,Age-standardized,Headache disorders,Rate,1990,29202.24667,31909.22823,26687.38384
Prevalence,Japan,Female,Age-standardized,Headache disorders,Rate,1990,38353.06392,41188.0161,35384.61775
Prevalence,Japan,Both,Age-standardized,Headache disorders,Rate,1990,33816.82536,36533.4364,31197.96411
Prevalence,Nicaragua,Male,Age-standardized,Headache disorders,Rate,1990,28079.43402,31206.64835,25031.93001
Prevalence,Nicaragua,Female,Age-standardized,Headache disorders,Rate,1990,35299.17947,38683.56963,32087.52245
Prevalence,Nicaragua,Both,Age-standardized,Headache disorders,Rate,1990,31823.56759,34961.61606,28833.73991
Prevalence,Panama,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,15086.20122,16174.71681,14017.12455
Prevalence,Panama,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,20434.22347,21778.96672,19174.37822
Prevalence,Panama,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,17729.28948,18910.96326,16614.19769
Prevalence,Greenland,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,21191.31114,22687.42116,19739.80743
Prevalence,Greenland,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,26926.15673,28617.62849,25285.18221
Prevalence,Greenland,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,23834.06541,25317.6353,22341.09115
Prevalence,Cuba,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,12723.4335,13539.83121,11953.3698
Prevalence,Cuba,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,17605.43622,18636.34179,16628.15579
Prevalence,Cuba,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,15175.95443,16050.28287,14341.34067
Prevalence,Chad,Male,Age-standardized,Headache disorders,Rate,1990,31144.11281,34168.84736,27982.5642
Prevalence,Chad,Female,Age-standardized,Headache disorders,Rate,1990,35377.57457,38544.03697,32185.19947
Prevalence,Chad,Both,Age-standardized,Headache disorders,Rate,1990,33378.90324,36422.61937,30302.40101
Prevalence,Nigeria,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,14568.73816,15526.91506,13665.26023
Prevalence,Nigeria,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,16500.34226,17507.52948,15548.75642
Prevalence,Nigeria,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,15454.8295,16436.84896,14524.70046
Prevalence,Northern Mariana Islands,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,16215.6593,17314.33534,15115.51035
Prevalence,Northern Mariana Islands,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,19991.69158,21168.38635,18750.63833
Prevalence,Northern Mariana Islands,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,17787.43306,18874.23688,16675.88134
Prevalence,Kiribati,Male,Age-standardized,Headache disorders,Rate,1990,28216.17444,31280.05389,25414.71605
Prevalence,Kiribati,Female,Age-standardized,Headache disorders,Rate,1990,33786.81154,36845.8235,30621.20278
Prevalence,Kiribati,Both,Age-standardized,Headache disorders,Rate,1990,31106.93699,34083.9696,28184.07151
Prevalence,Poland,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,14518.54095,15600.73681,13557.94495
Prevalence,Poland,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,16813.89168,18085.97511,15574.61078
Prevalence,Poland,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,15689.35817,16852.87596,14606.7326
Prevalence,Sudan,Male,Age-standardized,Headache disorders,Rate,2000,29876.91166,32881.51126,26957.66269
Prevalence,Sudan,Female,Age-standardized,Headache disorders,Rate,2000,35584.45354,38846.95606,32452.97681
Prevalence,Sudan,Both,Age-standardized,Headache disorders,Rate,2000,32700.30586,35796.77996,29746.98268
Prevalence,American Samoa,Male,Age-standardized,Headache disorders,Rate,2000,28181.29922,31241.12195,25368.0353
Prevalence,American Samoa,Female,Age-standardized,Headache disorders,Rate,2000,33793.00839,36864.08272,30589.99509
Prevalence,American Samoa,Both,Age-standardized,Headache disorders,Rate,2000,30941.82199,33901.19505,28028.52943
Prevalence,Belarus,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13458.13834,14471.16891,12551.35503
Prevalence,Belarus,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,16292.67181,17465.27201,15164.65853
Prevalence,Belarus,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,15029.35894,16058.40974,14056.74152
Prevalence,Timor-Leste,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13817.57231,15056.05046,12677.92443
Prevalence,Timor-Leste,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,17903.59685,19152.70413,16680.07901
Prevalence,Timor-Leste,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,15814.42004,17038.07446,14687.22646
Prevalence,Sao Tome and Principe,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,12660.73065,13556.06147,11792.01546
Prevalence,Sao Tome and Principe,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,14640.03615,15630.78247,13763.88475
Prevalence,Sao Tome and Principe,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,13692.93123,14610.00419,12849.20629
Prevalence,Mauritius,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,15811.36329,16905.18537,14737.20661
Prevalence,Mauritius,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,18293.88712,19538.00048,17155.18841
Prevalence,Mauritius,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,17110.14602,18214.03318,16046.04754
Prevalence,Namibia,Male,Age-standardized,Headache disorders,Rate,1990,28844.96022,31936.0803,25968.73771
Prevalence,Namibia,Female,Age-standardized,Headache disorders,Rate,1990,32529.03299,35520.98435,29500.67917
Prevalence,Namibia,Both,Age-standardized,Headache disorders,Rate,1990,30751.78647,33731.11239,27879.39623
Prevalence,Niue,Male,Age-standardized,Headache disorders,Rate,1990,28189.63582,31278.11399,25335.94363
Prevalence,Niue,Female,Age-standardized,Headache disorders,Rate,1990,33792.04702,36913.23512,30571.57152
Prevalence,Niue,Both,Age-standardized,Headache disorders,Rate,1990,30987.85769,33992.91451,28025.97114
Prevalence,Senegal,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13094.10126,14004.63464,12231.36152
Prevalence,Senegal,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,14486.41641,15501.95768,13581.60523
Prevalence,Senegal,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,13792.25399,14698.5189,12931.97252
Prevalence,Brunei Darussalam,Male,Age-standardized,Headache disorders,Rate,1990,29855.42611,33025.94286,26692.75727
Prevalence,Brunei Darussalam,Female,Age-standardized,Headache disorders,Rate,1990,36656.82223,39959.83472,33385.88913
Prevalence,Brunei Darussalam,Both,Age-standardized,Headache disorders,Rate,1990,33055.85391,36250.46613,29938.97605
Prevalence,Botswana,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,14059.30818,14970.11652,13206.05029
Prevalence,Botswana,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,14939.79713,15906.23658,14067.02943
Prevalence,Botswana,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,14545.00709,15460.21839,13691.65159
Prevalence,Bangladesh,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,14927.44246,15931.93036,14051.17969
Prevalence,Bangladesh,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,21669.42582,22923.30033,20554.45813
Prevalence,Bangladesh,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,18068.43786,19120.63309,17091.27668
Prevalence,Gambia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13159.95547,14121.09505,12284.80395
Prevalence,Gambia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,14661.10926,15631.11198,13725.03906
Prevalence,Gambia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,13853.11459,14828.01699,13012.40635
Prevalence,Bermuda,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,14721.14755,15684.38153,13830.2966
Prevalence,Bermuda,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,18205.86244,19326.36693,17125.49593
Prevalence,Bermuda,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,16571.83208,17557.22937,15611.14683
Prevalence,Mali,Male,Age-standardized,Headache disorders,Rate,2000,31127.77019,34195.80107,27990.8723
Prevalence,Mali,Female,Age-standardized,Headache disorders,Rate,2000,35372.89805,38530.56193,32187.02386
Prevalence,Mali,Both,Age-standardized,Headache disorders,Rate,2000,33293.42729,36405.43262,30239.12876
Prevalence,Saint Vincent and the Grenadines,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13268.80377,14199.02976,12388.65158
Prevalence,Saint Vincent and the Grenadines,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,16819.17554,17916.79111,15790.67239
Prevalence,Saint Vincent and the Grenadines,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,15134.54713,16124.86667,14238.75135
Prevalence,Equatorial Guinea,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13078.55952,13935.70206,12214.16892
Prevalence,Equatorial Guinea,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,14981.33412,16000.48558,14052.63047
Prevalence,Equatorial Guinea,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,14142.54966,15052.43375,13278.34787
Prevalence,Barbados,Male,Age-standardized,Headache disorders,Rate,1990,28354.14451,31414.94081,25292.20161
Prevalence,Barbados,Female,Age-standardized,Headache disorders,Rate,1990,34834.94518,38079.93019,31645.54312
Prevalence,Barbados,Both,Age-standardized,Headache disorders,Rate,1990,31723.89977,34862.25908,28730.36848
Prevalence,Israel,Male,Age-standardized,Headache disorders,Rate,1990,35884.77247,39555.78845,32382.04237
Prevalence,Israel,Female,Age-standardized,Headache disorders,Rate,1990,43692.90854,47189.27604,40142.4627
Prevalence,Israel,Both,Age-standardized,Headache disorders,Rate,1990,39863.84084,43335.93009,36481.89623
Prevalence,American Samoa,Male,Age-standardized,Headache disorders,Rate,1990,28183.01606,31244.04316,25341.75555
Prevalence,American Samoa,Female,Age-standardized,Headache disorders,Rate,1990,33790.84166,36789.15271,30587.55977
Prevalence,American Samoa,Both,Age-standardized,Headache disorders,Rate,1990,30915.36916,33867.98912,27996.77872
Prevalence,Comoros,Male,Age-standardized,Headache disorders,Rate,1990,24462.27541,27225.16666,21718.61354
Prevalence,Comoros,Female,Age-standardized,Headache disorders,Rate,1990,27177.40092,29927.28117,24613.73807
Prevalence,Comoros,Both,Age-standardized,Headache disorders,Rate,1990,25854.16134,28672.69963,23290.2304
Prevalence,United Kingdom,Male,Age-standardized,Headache disorders,Rate,1990,36143.52391,39048.45325,33132.33578
Prevalence,United Kingdom,Female,Age-standardized,Headache disorders,Rate,1990,43921.80776,46956.87362,40952.42746
Prevalence,United Kingdom,Both,Age-standardized,Headache disorders,Rate,1990,40087.47577,43026.734,37105.03814
Prevalence,Oman,Male,Age-standardized,Headache disorders,Rate,1990,29880.78487,32866.04046,26950.7372
Prevalence,Oman,Female,Age-standardized,Headache disorders,Rate,1990,35590.89258,38862.98724,32377.94505
Prevalence,Oman,Both,Age-standardized,Headache disorders,Rate,1990,32063.24079,35152.55191,29102.49357
Prevalence,Côte d'Ivoire,Male,Age-standardized,Headache disorders,Rate,1990,31102.76248,34211.85524,27953.75339
Prevalence,Côte d'Ivoire,Female,Age-standardized,Headache disorders,Rate,1990,35374.87216,38564.42858,32194.96115
Prevalence,Côte d'Ivoire,Both,Age-standardized,Headache disorders,Rate,1990,33161.12949,36224.96899,30143.17864
Prevalence,San Marino,Male,Age-standardized,Headache disorders,Rate,1990,35925.85635,39490.15389,32322.9354
Prevalence,San Marino,Female,Age-standardized,Headache disorders,Rate,1990,43749.75612,47241.83723,40256.53366
Prevalence,San Marino,Both,Age-standardized,Headache disorders,Rate,1990,39828.16967,43258.47423,36376.53029
Prevalence,Belize,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,13385.72838,14330.6624,12458.28905
Prevalence,Belize,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,16960.1623,18000.14433,15907.27541
Prevalence,Belize,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,15139.64002,16098.98894,14222.08718
Prevalence,Turkey,Male,Age-standardized,Headache disorders,Rate,1990,27424.32012,30287.8496,24636.32423
Prevalence,Turkey,Female,Age-standardized,Headache disorders,Rate,1990,34228.76457,37449.09656,31119.92428
Prevalence,Turkey,Both,Age-standardized,Headache disorders,Rate,1990,30807.92917,33718.74654,28000.38053
Prevalence,Niger,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,13207.57231,14095.13333,12333.00348
Prevalence,Niger,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,14662.58339,15640.01015,13750.75728
Prevalence,Niger,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,13922.94408,14844.10627,13063.82649
Prevalence,Honduras,Male,Age-standardized,Headache disorders,Rate,1990,28082.97216,31160.46401,25048.06564
Prevalence,Honduras,Female,Age-standardized,Headache disorders,Rate,1990,35298.6024,38734.15204,32127.69639
Prevalence,Honduras,Both,Age-standardized,Headache disorders,Rate,1990,31765.70239,34928.49941,28821.11425
Prevalence,Cook Islands,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,16726.39168,17842.0754,15639.16844
Prevalence,Cook Islands,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,20394.97226,21603.67965,19142.06618
Prevalence,Cook Islands,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,18487.20198,19621.57363,17375.30777
Prevalence,Andorra,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,20044.35374,21468.81524,18642.03892
Prevalence,Andorra,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,23063.77176,24496.78374,21586.63469
Prevalence,Andorra,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,21451.99537,22814.17325,20093.83944
Prevalence,Greenland,Male,Age-standardized,Headache disorders,Rate,2000,34192.94715,37589.35871,30776.50293
Prevalence,Greenland,Female,Age-standardized,Headache disorders,Rate,2000,44407.87872,47700.92028,40750.81215
Prevalence,Greenland,Both,Age-standardized,Headache disorders,Rate,2000,38907.60847,42197.77503,35458.18545
Prevalence,Djibouti,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,12790.74309,13701.80094,11902.43034
Prevalence,Djibouti,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,13642.43995,14548.82115,12763.00891
Prevalence,Djibouti,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,13204.03969,14118.40224,12341.02808
Prevalence,Qatar,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,15416.97359,16462.83048,14401.99312
Prevalence,Qatar,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,18561.96991,19752.0033,17410.18557
Prevalence,Qatar,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,16402.71783,17449.44162,15376.7186
Prevalence,Tokelau,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,15445.97424,16492.35954,14370.74318
Prevalence,Tokelau,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,19354.87346,20582.56131,18033.16733
Prevalence,Tokelau,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,17556.40308,18659.76372,16392.38856
Prevalence,Eswatini,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,14395.46591,15284.48132,13581.25111
Prevalence,Eswatini,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,14759.94795,15651.45878,13865.8383
Prevalence,Eswatini,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,14598.80974,15483.71611,13765.36839
Prevalence,Cook Islands,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,16223.35205,17308.28472,15122.32006
Prevalence,Cook Islands,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,19888.7149,21090.2035,18671.74594
Prevalence,Cook Islands,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,17967.9581,19064.94202,16814.30999
Prevalence,Rwanda,Male,Age-standardized,Headache disorders,Rate,1990,24465.73652,27221.36219,21728.14226
Prevalence,Rwanda,Female,Age-standardized,Headache disorders,Rate,1990,27173.94636,29941.8856,24614.10355
Prevalence,Rwanda,Both,Age-standardized,Headache disorders,Rate,1990,25893.89475,28650.5725,23295.17914
Prevalence,Mexico,Male,Age-standardized,Headache disorders,Rate,1990,28832.2964,31434.71197,26302.48856
Prevalence,Mexico,Female,Age-standardized,Headache disorders,Rate,1990,35982.93577,38741.7123,33352.14046
Prevalence,Mexico,Both,Age-standardized,Headache disorders,Rate,1990,32504.8498,35167.40151,29960.82266
Prevalence,Guinea,Male,Age-standardized,Headache disorders,Rate,1990,31129.30084,34172.54991,27997.6316
Prevalence,Guinea,Female,Age-standardized,Headache disorders,Rate,1990,35372.56646,38559.30708,32171.94771
Prevalence,Guinea,Both,Age-standardized,Headache disorders,Rate,1990,33339.12944,36452.84622,30333.81568
Prevalence,Sierra Leone,Male,Age-standardized,Headache disorders,Rate,1990,31121.18105,34236.85108,27952.12483
Prevalence,Sierra Leone,Female,Age-standardized,Headache disorders,Rate,1990,35371.9219,38553.00512,32174.16128
Prevalence,Sierra Leone,Both,Age-standardized,Headache disorders,Rate,1990,33307.12506,36360.09376,30211.07544
Prevalence,Saint Kitts and Nevis,Male,Age-standardized,Headache disorders,Rate,1990,28360.82596,31402.09572,25358.93319
Prevalence,Saint Kitts and Nevis,Female,Age-standardized,Headache disorders,Rate,1990,34837.2105,38096.17108,31747.97927
Prevalence,Saint Kitts and Nevis,Both,Age-standardized,Headache disorders,Rate,1990,31683.06568,34801.24565,28681.49718
Prevalence,Monaco,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,18326.19548,19591.34669,17048.40544
Prevalence,Monaco,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,23389.76449,24802.46963,21912.33186
Prevalence,Monaco,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,20967.96082,22316.07481,19629.47062
Prevalence,Sudan,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,14005.86902,15046.0925,12983.5834
Prevalence,Sudan,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,17079.81595,18253.4762,15912.32975
Prevalence,Sudan,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,15491.54331,16517.36674,14433.37285
Prevalence,Ghana,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,12929.73075,13785.41265,12055.168
Prevalence,Ghana,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,14354.41408,15308.96896,13480.11187
Prevalence,Ghana,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,13661.82274,14543.35139,12834.71137
Prevalence,Togo,Male,Age-standardized,Headache disorders,Rate,1990,31103.21967,34178.42847,27968.43926
Prevalence,Togo,Female,Age-standardized,Headache disorders,Rate,1990,35374.6185,38534.13758,32157.05414
Prevalence,Togo,Both,Age-standardized,Headache disorders,Rate,1990,33351.0642,36491.26889,30303.93333
Prevalence,Slovakia,Male,Age-standardized,Headache disorders,Rate,1990,32324.1906,35667.58682,28911.8292
Prevalence,Slovakia,Female,Age-standardized,Headache disorders,Rate,1990,39789.69379,43108.23381,36438.88239
Prevalence,Slovakia,Both,Age-standardized,Headache disorders,Rate,1990,36142.1044,39388.34363,32843.62359
Prevalence,Armenia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,12126.36499,13029.02906,11312.27086
Prevalence,Armenia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,15443.61506,16557.40689,14339.1707
Prevalence,Armenia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,13906.5785,14859.44741,12974.44618
Prevalence,Seychelles,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,15786.6447,16916.58199,14687.78312
Prevalence,Seychelles,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,19216.87754,20443.58989,17974.98802
Prevalence,Seychelles,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,17562.23811,18726.77387,16439.24709
Prevalence,Nepal,Male,Age-standardized,Headache disorders,Rate,1990,33283.42783,36656.35342,30079.29745
Prevalence,Nepal,Female,Age-standardized,Headache disorders,Rate,1990,35983.34464,39417.1719,32637.06265
Prevalence,Nepal,Both,Age-standardized,Headache disorders,Rate,1990,34639.04075,38028.34208,31427.90562
Prevalence,Fiji,Male,Age-standardized,Headache disorders,Rate,1990,28198.88432,31200.96225,25390.21645
Prevalence,Fiji,Female,Age-standardized,Headache disorders,Rate,1990,33786.78047,36852.18652,30619.84042
Prevalence,Fiji,Both,Age-standardized,Headache disorders,Rate,1990,30975.27463,33909.95767,28036.09966
Prevalence,Nicaragua,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,12925.80097,14330.93179,11559.4607
Prevalence,Nicaragua,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,19495.93467,20884.38504,18015.62032
Prevalence,Nicaragua,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,16371.13462,17703.83747,15038.33105
Prevalence,San Marino,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,17936.12663,19200.34712,16679.54308
